"LIMIT_BAL","PAY_0","PAY_2","PAY_3","PAY_4","PAY_5","PAY_6","BILL_AMT1","BILL_AMT2","BILL_AMT3","BILL_AMT4","BILL_AMT5","BILL_AMT6","PAY_AMT1","PAY_AMT2","PAY_AMT3","PAY_AMT4","PAY_AMT5","PAY_AMT6","default","AGE_GROUP_35_50","AGE_GROUP_50_65","AGE_GROUP_Over_65","SEX_2","EDUCATION_1","EDUCATION_2","EDUCATION_3","EDUCATION_4","EDUCATION_5","EDUCATION_6","MARRIAGE_1","MARRIAGE_2","MARRIAGE_3"
80000,-1,-1,-1,-1,-1,-1,1147,1147,1147,1147,1100,5053,1147,1147,1147,1100,5100,18500,0,0,0,0,1,1,0,0,0,0,0,0,1,0
50000,0,0,0,0,0,0,50497,49289,36295,20067,20197,20202,2011,5009,2000,1000,1500,3000,0,0,0,0,0,0,1,0,0,0,0,0,1,0
490000,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,4824,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0
50000,0,0,0,2,0,0,50673,47278,44993,36782,30442,29636,2500,4000,0,1200,1250,1300,0,0,0,0,1,1,0,0,0,0,0,0,1,0
50000,0,0,0,0,0,0,45557,46763,43000,29241,29115,28804,2300,1803,1200,1400,1500,1500,0,0,0,0,0,0,0,1,0,0,0,0,1,0
80000,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
410000,-2,-2,-2,0,-2,-2,-1,1733,-2506,-2506,-2506,-2506,1734,2506,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0
70000,1,2,0,0,2,0,71017,64454,64182,30351,29826,29699,0,1809,2500,0,2000,1500,0,0,0,0,1,1,0,0,0,0,0,0,1,0
150000,0,0,0,0,0,2,39445,40799,40832,33843,37015,30074,2000,1417,1256,4429,1000,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
50000,0,0,0,0,0,0,38830,35866,30260,19187,19324,19192,1600,8820,1293,820,700,689,0,1,0,0,0,0,1,0,0,0,0,1,0,0
90000,0,0,2,0,0,0,86830,94016,88477,87820,88444,91198,9000,0,4100,4738,4000,4500,0,0,0,0,1,0,1,0,0,0,0,0,1,0
20000,0,-1,-1,0,-1,-1,18479,2005,7839,5386,10690,3413,2022,15210,1000,10690,3413,390,0,0,0,0,1,1,0,0,0,0,0,0,1,0
130000,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0
60000,0,0,0,0,0,0,61618,61382,34958,33760,32946,0,2800,1400,675,659,0,3353,0,1,0,0,1,1,0,0,0,0,0,1,0,0
210000,0,0,0,-2,-2,-2,5373,6200,0,0,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
290000,1,2,0,0,0,0,296437,192441,194158,197590,187134,180887,25,10013,9526,6549,6373,6781,0,1,0,0,0,0,1,0,0,0,0,1,0,0
20000,1,2,2,2,2,0,8562,9478,8198,9752,9447,10290,1200,0,1700,0,1000,1500,1,1,0,0,1,0,0,1,0,0,0,1,0,0
50000,2,2,0,0,0,0,51042,48878,47884,29506,3672,8346,0,2354,1410,1500,4900,700,1,0,0,0,0,1,0,0,0,0,0,0,1,0
390000,-1,-1,-1,-1,-1,0,35745,12935,47133,14411,18969,8637,13000,20971,14487,19020,43,14753,0,0,0,0,0,1,0,0,0,0,0,0,1,0
30000,1,2,2,2,2,2,26568,27456,27915,27185,28806,28208,1600,1200,0,2200,0,2500,0,0,0,0,1,0,1,0,0,0,0,0,1,0
500000,0,0,0,0,0,0,74797,75753,78031,78946,76689,77968,2800,3500,2818,2743,3000,10000,0,0,0,0,0,1,0,0,0,0,0,1,0,0
200000,1,3,2,2,2,2,183994,182427,182657,174547,181454,177141,5200,7000,0,13300,0,6200,1,0,0,0,1,0,1,0,0,0,0,1,0,0
50000,-2,-1,0,0,0,0,-1494,2590,3506,19792,19422,19830,7084,1000,19286,664,689,5182,0,1,0,0,1,0,0,1,0,0,0,0,0,1
80000,0,0,0,0,-2,-2,78374,80472,82150,0,0,0,5549,4000,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0
180000,2,0,2,2,2,2,157074,158088,166492,168487,172662,172027,5000,12552,6200,7000,2304,6180,1,0,0,0,0,1,0,0,0,0,0,0,1,0
210000,-1,-1,-1,0,-1,-1,6808,4954,8739,5420,4450,4064,4960,8747,8,4450,4064,3870,0,0,0,0,0,1,0,0,0,0,0,0,1,0
230000,-2,-2,-2,-2,-2,-2,1470,0,1470,735,419,316,0,1470,735,419,316,735,0,0,0,0,0,1,0,0,0,0,0,0,1,0
110000,0,0,0,0,0,0,102801,104907,108107,96213,68003,52684,3818,4955,3446,3000,3000,4000,0,1,0,0,1,0,1,0,0,0,0,1,0,0
150000,-2,-2,-2,-2,-2,-2,316,1801,1139,2246,5435,466,1801,1139,2246,5435,466,316,0,0,0,0,1,0,1,0,0,0,0,1,0,0
120000,0,0,2,0,0,0,11147,9757,9423,3345,2929,2520,2446,438,1000,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
50000,2,2,2,0,0,0,13752,17945,17807,17430,18262,38783,4448,1003,1000,1014,1004,1468,1,0,0,0,0,0,1,0,0,0,0,0,1,0
360000,-2,-2,-2,-2,-2,-2,28595,0,2500,0,0,0,0,2500,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
100000,0,0,0,-1,-1,-1,7815,11139,3708,2180,1949,717,5000,1000,2180,1949,717,39000,0,0,0,0,1,0,1,0,0,0,0,0,1,0
150000,1,-1,-1,-1,-1,-1,-122,16711,8004,521,3776,165,16924,8004,521,3776,165,356,0,0,0,0,1,0,1,0,0,0,0,1,0,0
50000,0,0,0,-1,-1,0,16092,12352,-1618,-809,46976,47618,2352,809,928,48659,1400,2000,0,0,0,0,1,0,1,0,0,0,0,1,0,0
200000,0,0,0,0,0,0,200898,197438,200912,145658,146351,149667,10000,9000,6000,6000,4824,6000,0,1,0,0,1,1,0,0,0,0,0,1,0,0
310000,0,0,0,0,0,0,44981,42940,43449,44925,42725,34303,1942,1460,1936,1742,1303,1249,0,1,0,0,1,0,1,0,0,0,0,1,0,0
90000,0,0,0,0,0,0,55937,57107,59753,61755,63629,54423,2100,4000,3000,3000,2323,2000,0,0,0,0,1,1,0,0,0,0,0,0,1,0
210000,-1,-1,-1,-2,-2,-2,1971,748,0,0,0,0,822,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0
260000,-2,-2,-2,-2,-2,-2,3304,7378,3641,4726,2966,5946,7378,3696,4726,2966,5946,6020,0,0,1,0,0,0,0,1,0,0,0,1,0,0
390000,2,2,0,0,0,2,393415,379486,375899,374302,395430,384825,0,16000,15000,29000,0,12000,1,0,0,0,1,1,0,0,0,0,0,0,1,0
250000,1,2,0,0,0,0,16503,13894,14669,14265,8887,6679,0,1400,1090,246,402,200,0,1,0,0,1,1,0,0,0,0,0,1,0,0
450000,1,2,0,0,0,0,387192,379442,387398,395655,403568,418182,0,14062,14700,14500,21077,12575,1,1,0,0,0,1,0,0,0,0,0,1,0,0
500000,-1,0,-1,-1,0,0,33269,19084,2601,112075,163165,214575,1248,2601,112212,1e+05,64575,67810,0,0,0,0,0,1,0,0,0,0,0,0,1,0
170000,-1,-1,2,0,-1,-1,7885,7190,6854,3142,5000,0,2336,0,0,5000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
240000,-2,-1,-1,2,2,3,16925,1411,1696,42996,2714,2202,1411,1200,0,1479,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0
200000,-1,-1,-1,-1,-1,-1,4938,2277,1209,0,1440,0,2286,2712,0,1440,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
280000,0,0,-1,0,0,0,5716,0,105082,105908,98380,93649,0,105082,4172,3408,3489,5295,0,0,0,0,1,0,0,1,0,0,0,0,1,0
100000,0,0,0,0,0,0,101503,29880,31119,58653,59477,60695,1538,1777,29103,2283,2334,2290,0,0,1,0,1,0,0,1,0,0,0,0,1,0
200000,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
20000,1,-1,2,2,2,2,0,1825,1346,587,338,1239,3650,0,300,0,1000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
360000,1,-1,-1,-1,0,0,0,4260,3278,580,580,0,4260,3278,580,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
100000,-1,-1,-1,-1,-1,-1,390,390,390,390,390,390,390,390,390,390,390,390,0,1,0,0,0,0,1,0,0,0,0,1,0,0
180000,0,0,0,0,0,0,230740,30873,32033,51373,52553,53505,1500,1660,20000,2030,1951,3000,0,0,0,0,1,1,0,0,0,0,0,0,1,0
140000,0,0,0,0,0,0,39598,40836,41878,42977,43960,45093,2200,2001,2100,2000,2000,2000,0,1,0,0,0,1,0,0,0,0,0,1,0,0
310000,0,0,0,0,0,0,165477,167227,103601,102895,101017,95530,6000,4500,4348,3407,4000,4000,0,0,0,0,0,0,1,0,0,0,0,0,1,0
200000,-2,-2,0,-2,-2,0,-3,687,2740,2044,1614,2066,690,2753,2054,1622,2076,578,0,1,0,0,1,1,0,0,0,0,0,1,0,0
50000,-1,-1,-1,0,0,0,238,-152,48257,48455,48195,48828,0,48799,1773,1711,1785,1745,1,1,0,0,0,0,0,1,0,0,0,0,1,0
110000,0,0,0,0,0,0,109386,99100,50827,51834,52921,54013,2432,3686,1850,1917,1968,1950,0,0,0,0,0,1,0,0,0,0,0,0,1,0
50000,1,2,2,0,0,0,50883,51184,50092,50332,29690,30246,2200,4,2300,1100,1400,1200,1,0,0,0,1,1,0,0,0,0,0,1,0,0
500000,-1,-1,-2,-2,-1,-1,680,0,0,0,74731,0,0,0,0,74731,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0
50000,2,0,0,0,0,0,31708,32439,28302,13881,14376,15261,1700,2000,1500,1100,1500,2000,0,0,0,0,0,0,0,1,0,0,0,0,1,0
120000,0,0,0,-2,-2,-2,11547,9836,0,0,0,0,5000,0,0,0,0,5562,0,1,0,0,1,0,1,0,0,0,0,1,0,0
50000,0,0,0,0,0,0,13641,15409,16052,15993,15780,15549,2000,1223,1000,1000,1000,1000,0,0,0,0,1,0,1,0,0,0,0,1,0,0
70000,0,0,0,0,0,0,72593,72526,70138,51781,29117,29264,4000,36500,2300,1500,2000,3000,1,1,0,0,1,0,1,0,0,0,0,0,1,0
360000,-1,-1,-1,0,0,-1,33654,52686,64069,49005,8676,19487,52951,64535,8907,53,19584,16080,0,0,0,0,0,1,0,0,0,0,0,1,0,0
80000,2,2,2,2,2,2,72674,74192,72464,76613,77908,76034,3300,0,6000,3100,0,4200,0,0,0,0,1,0,1,0,0,0,0,1,0,0
10000,3,2,0,0,0,-2,10281,9949,8838,8838,0,0,5549,4000,0,1000,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
210000,-1,-1,0,0,-1,-1,648,34601,30853,13774,3988,0,39637,1371,1000,11197,0,3223,0,0,0,0,1,0,1,0,0,0,0,0,1,0
150000,0,0,0,0,0,0,97069,100743,103528,105623,106583,108909,5300,5300,5300,4200,4200,4200,0,0,0,0,1,0,1,0,0,0,0,1,0,0
50000,2,2,0,0,2,2,61367,59814,61816,65180,63979,63733,0,3000,5010,0,5000,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
60000,0,0,0,0,2,0,26437,27741,28465,31040,29827,28254,1701,1425,3000,0,955,942,0,0,0,0,0,0,1,0,0,0,0,0,1,0
240000,0,0,0,0,0,0,161766,166147,169882,173246,177112,187951,7000,6500,6183,6640,14000,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
130000,2,0,0,2,0,0,54921,55055,54804,52439,52609,52739,2000,6844,0,2071,2115,1640,0,0,0,0,1,0,1,0,0,0,0,1,0,0
30000,1,-2,-2,-1,2,2,0,0,0,239,89,589,0,0,239,0,500,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
230000,0,0,0,0,0,0,70069,64375,65691,67150,68398,69917,3000,2386,2553,2483,2657,3000,0,0,0,0,1,0,0,0,1,0,0,1,0,0
70000,0,0,2,2,2,2,17526,20235,19612,22170,22612,22101,3000,0,2900,942,0,1000,1,0,0,0,0,0,1,0,0,0,0,0,1,0
260000,2,2,0,0,2,2,118706,115308,123069,129060,131682,135656,0,9670,9561,6250,6250,6250,1,0,0,0,1,0,0,1,0,0,0,1,0,0
20000,0,0,2,0,0,0,20184,20702,20057,19583,19991,20446,2950,2,687,709,965,559,1,0,0,0,0,0,0,1,0,0,0,1,0,0
120000,0,0,0,0,0,-1,115467,54921,56542,58023,17421,105771,2000,2500,2800,1000,109000,4200,1,1,0,0,0,1,0,0,0,0,0,1,0,0
180000,0,0,0,0,0,0,64788,66092,65236,65912,66523,67020,3000,2370,3000,3000,2588,2500,0,1,0,0,0,1,0,0,0,0,0,1,0,0
100000,0,0,0,0,0,0,68073,64109,65302,73056,74034,44825,5000,3200,10000,10000,10000,10000,0,0,0,0,0,1,0,0,0,0,0,0,1,0
80000,1,3,2,2,2,0,47339,47270,46037,48457,47722,48678,967,0,3012,0,1569,1396,0,0,1,0,0,0,1,0,0,0,0,1,0,0
110000,1,2,0,0,0,0,113385,109924,111805,108207,75808,78490,3900,6000,4380,3000,5000,10000,0,0,0,0,1,0,1,0,0,0,0,0,1,0
20000,0,0,0,0,0,0,10534,8864,6741,3820,16945,17509,1300,1305,500,13500,1000,1500,0,0,0,0,0,0,1,0,0,0,0,0,1,0
360000,-2,-2,-2,-2,-2,-2,4435,799,1071,15584,3195,4261,805,1071,15604,3195,4269,3525,0,1,0,0,1,0,0,1,0,0,0,1,0,0
150000,-1,-1,-1,-2,-1,-1,893,2300,0,0,2222,0,2300,0,0,2222,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
120000,0,0,0,0,0,0,78233,53236,35222,72861,74429,60783,2015,2200,39000,2500,2400,2250,0,1,0,0,1,0,1,0,0,0,0,1,0,0
30000,2,2,2,0,0,2,15003,15955,15410,17149,18362,18919,1500,0,2000,1500,1000,700,1,0,0,0,1,0,0,1,0,0,0,1,0,0
50000,0,0,0,-1,2,0,50564,49710,0,50551,40590,39384,2686,0,50551,0,1600,1500,0,0,0,0,0,0,1,0,0,0,0,1,0,0
100000,-2,-2,-2,-2,-2,-2,45756,9187,5408,12920,9656,4737,9187,5408,12920,9656,4737,4513,0,0,0,0,1,0,1,0,0,0,0,0,1,0
180000,-1,-1,-1,-1,-1,0,51261,396,776,776,1552,776,396,776,776,1552,0,776,0,1,0,0,0,0,1,0,0,0,0,0,1,0
300000,-1,-1,-1,-1,-1,-2,250,1280,0,320,0,0,1280,0,320,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
110000,0,0,0,0,0,0,48120,44723,37745,34519,29541,42400,5000,2000,2000,2000,16468,3000,0,1,0,0,1,0,1,0,0,0,0,0,1,0
200000,-1,-1,-1,-1,-1,-1,9754,55904,8720,4410,1186,28679,56243,8860,4410,1186,28679,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0
20000,0,0,2,0,0,0,3634,6568,7307,8027,8892,9739,3000,1000,1000,1000,1000,1000,0,0,0,0,1,1,0,0,0,0,0,0,1,0
360000,-2,-2,-2,-2,-1,-1,0,1307,747,1707,792,1346,1307,747,1707,850,1346,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
320000,2,0,0,0,0,2,253197,258621,262825,268326,284625,290787,11000,10000,9876,20900,11000,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0
50000,0,0,0,0,2,0,17569,18592,19621,21748,21262,21682,1613,1642,2769,0,923,950,0,1,0,0,1,0,0,1,0,0,0,0,1,0
30000,2,0,0,0,0,0,25080,26460,27042,27617,28546,13487,1800,2000,1400,1300,700,1000,0,1,0,0,1,1,0,0,0,0,0,1,0,0
50000,-2,-2,-2,-2,-2,-2,26948,16272,1000,0,0,0,5017,1103,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
60000,0,0,0,0,0,0,57030,48742,35628,31738,28217,29817,5000,2000,1022,1009,5000,1000,0,1,0,0,1,0,1,0,0,0,0,1,0,0
80000,2,0,0,0,-2,-2,78950,79788,70319,0,0,0,2815,1858,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0
20000,2,3,2,2,3,2,18292,17710,17137,19830,19240,18419,0,0,3000,0,0,2000,1,0,0,0,0,0,1,0,0,0,0,0,1,0
140000,0,0,0,0,0,0,68075,69972,71805,73613,75426,77169,3000,3000,3000,3000,3000,5000,0,1,0,0,1,0,0,1,0,0,0,1,0,0
110000,0,0,2,2,2,2,87418,93862,91505,98566,99700,97833,7900,0,8600,3800,0,3700,1,1,0,0,1,1,0,0,0,0,0,1,0,0
50000,2,0,-1,-1,-1,0,42923,42803,1473,390,1573,38783,2330,1473,390,1573,0,780,0,0,0,0,0,0,1,0,0,0,0,1,0,0
70000,2,0,0,0,0,0,67505,61595,46920,47184,48058,48888,2600,2056,1700,2000,2000,2000,1,1,0,0,0,0,0,1,0,0,0,1,0,0
180000,-1,-1,-2,-2,-1,-1,8000,0,0,0,600,0,0,0,0,600,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0
210000,1,-2,-1,-1,-1,-1,-974,-974,20363,770,0,6138,0,21337,770,0,6138,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
80000,0,0,0,0,0,0,21709,22432,23693,24089,24832,25269,1378,1639,1089,1132,1000,1100,0,1,0,0,1,0,1,0,0,0,0,1,0,0
30000,0,0,0,0,0,0,27181,26849,27594,28157,28723,28059,2000,1500,1000,1000,1000,1000,0,0,0,0,1,1,0,0,0,0,0,0,1,0
210000,0,0,0,0,-1,-1,9899,6000,4100,0,10790,7373,1008,1000,0,10790,7373,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
180000,-1,-1,-1,-1,-1,-1,7017,14824,19692,13115,24623,485,14824,19713,13117,24630,485,33283,0,0,0,0,1,1,0,0,0,0,0,1,0,0
10000,-1,-1,-1,-1,2,2,6517,344,0,10040,9735,10362,344,900,10040,0,790,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
30000,1,3,2,2,2,2,14773,14252,13738,15424,14881,15894,0,0,2226,0,1406,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
140000,0,0,0,0,0,0,132586,135165,125427,128016,127323,130020,4800,4500,4600,4800,4800,5182,0,1,0,0,1,0,0,1,0,0,0,1,0,0
250000,-1,-1,-1,-1,-1,-1,8040,8099,45964,6496,11108,3321,8099,46224,6496,11108,3321,7154,0,1,0,0,1,0,1,0,0,0,0,1,0,0
350000,0,0,0,0,0,0,360347,357139,272072,267277,255680,261573,13100,10000,10000,8200,9000,9000,0,0,0,0,0,0,1,0,0,0,0,0,1,0
50000,0,0,0,0,0,0,74969,76012,77330,70579,63751,56977,5549,2671,2396,2177,2146,2055,1,1,0,0,0,0,0,1,0,0,0,1,0,0
130000,0,0,0,0,0,0,110524,108204,99784,71451,67024,62655,10000,5000,4000,4000,7500,8200,0,0,0,0,0,1,0,0,0,0,0,0,1,0
20000,1,3,2,0,0,0,21001,20372,19376,20295,19505,19964,0,0,1400,390,459,241,0,1,0,0,1,0,1,0,0,0,0,1,0,0
200000,1,-1,-1,-2,-2,-2,0,896,47133,0,0,0,896,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
160000,0,0,0,0,-2,-2,275241,280903,272419,0,0,0,8365,9368,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
450000,-1,-1,-1,-1,-2,-2,9612,19253,6665,0,0,0,19293,6665,0,0,0,8768,0,1,0,0,1,1,0,0,0,0,0,0,1,0
140000,0,0,0,0,0,0,134236,134663,137485,137450,135638,136375,6300,6500,6300,6000,5200,5000,0,0,0,0,0,0,1,0,0,0,0,1,0,0
500000,0,0,0,0,0,0,114374,130999,153648,172515,178758,192589,50012,51343,70000,70000,80000,50000,0,1,0,0,0,0,1,0,0,0,0,1,0,0
100000,2,2,2,2,2,2,44078,45077,47837,48678,48420,48888,5549,3841,1900,1900,1800,2000,1,1,0,0,1,0,1,0,0,0,0,1,0,0
200000,-1,-1,-1,-1,-1,-1,390,390,390,390,390,390,390,390,390,390,390,390,0,1,0,0,1,0,0,1,0,0,0,1,0,0
30000,0,0,0,0,0,0,13738,10455,19869,26173,26848,27266,4000,10001,7000,1107,1000,1010,0,0,0,0,1,0,0,0,0,1,0,0,1,0
290000,0,0,0,-1,0,0,288994,296230,158127,234456,236813,211237,12549,7003,234456,9500,7592,7626,1,0,0,0,1,0,1,0,0,0,0,0,1,0
80000,-2,-2,-2,-2,-2,-1,3153,1013,0,0,2115,4264,1013,0,0,2115,4264,5182,0,1,0,0,0,0,1,0,0,0,0,1,0,0
110000,0,0,2,2,0,0,9334,108868,96998,94480,90860,85529,100082,4200,0,3000,3140,4900,0,0,0,0,1,1,0,0,0,0,0,0,1,0
80000,0,0,0,0,0,0,77883,78749,77025,66725,21604,9352,3500,4000,2784,1882,1000,457,0,0,0,0,1,0,1,0,0,0,0,0,1,0
350000,0,0,0,0,0,0,355310,337523,342288,336750,341376,348730,13671,12678,13601,12136,12771,12900,0,1,0,0,1,0,0,0,0,1,0,1,0,0
120000,0,0,0,0,0,0,40538,41870,58882,59862,51172,52533,1988,18000,1857,1723,2075,1500,0,1,0,0,0,0,0,1,0,0,0,1,0,0
10000,0,0,0,0,0,0,8275,8409,8600,9470,6690,9690,2800,2000,1500,900,3000,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
80000,-2,-2,-2,-2,-2,-2,5012,1200,0,1159,0,0,1200,0,1159,0,0,6028,0,1,0,0,0,1,0,0,0,0,0,0,1,0
390000,1,-2,-1,-1,-2,-2,0,0,1266,0,0,0,0,1266,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
260000,1,-2,-2,-2,-1,-1,0,0,0,0,1980,2500,0,0,0,1980,2500,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
160000,0,0,0,0,0,0,108799,110963,114975,115923,107621,38783,3972,5800,4431,3854,4121,4603,0,1,0,0,1,1,0,0,0,0,0,1,0,0
150000,2,2,2,0,0,0,179441,169947,153522,150779,49198,50277,7333,4,4104,15000,2000,2200,1,1,0,0,1,0,0,1,0,0,0,1,0,0
350000,1,-1,-1,-1,-1,-2,208,2906,1000,630,0,0,2906,1000,630,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
190000,0,0,0,0,0,0,158416,124910,95406,95313,48731,87197,6004,5148,5313,3000,40000,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
440000,0,0,0,0,0,0,58639,66698,43399,44534,25341,20000,30000,2000,24534,5000,20000,20839,0,1,0,0,1,0,1,0,0,0,0,1,0,0
260000,-1,-1,-2,-2,-2,-1,2992,0,0,0,0,150,0,0,0,0,150,310,0,1,0,0,1,1,0,0,0,0,0,0,1,0
290000,0,0,0,0,0,0,225478,225603,216488,152892,150051,146287,10026,10006,7000,5000,5200,5500,0,0,1,0,0,1,0,0,0,0,0,1,0,0
120000,-1,0,-1,-1,-1,-1,508,607,611,593,653,587,700,611,593,653,587,916,0,0,0,0,1,0,1,0,0,0,0,0,1,0
200000,0,-1,-1,-1,0,0,67821,4938,-849,107555,108177,110506,4938,473,110000,3899,4100,8000,0,0,0,0,1,0,1,0,0,0,0,0,1,0
360000,3,2,2,2,2,2,2500,2500,2500,2500,2500,2500,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0
120000,-1,-1,-1,-1,-1,-1,525,2458,8067,802,2706,3597,2458,8152,802,2706,3597,1400,0,0,0,0,1,1,0,0,0,0,0,1,0,0
30000,0,0,2,0,0,-2,29213,49202,16465,16977,0,0,5064,0,5047,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0
270000,2,2,5,5,4,3,1250,1250,1250,1250,650,350,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0
360000,1,-1,-1,-1,-1,-1,0,7221,26194,0,3550,2511,7221,26194,0,3550,2511,6895,0,1,0,0,1,1,0,0,0,0,0,0,1,0
20000,0,0,0,0,0,0,14381,15701,17137,18541,18909,19464,1564,2000,2000,677,860,1000,1,1,0,0,1,0,0,1,0,0,0,0,1,0
390000,-2,-2,-2,-2,-2,-2,6466,6266,12578,7650,48090,17013,6266,12581,7650,48090,28973,17271,0,0,0,0,1,1,0,0,0,0,0,0,1,0
100000,-1,-1,-1,0,-1,-1,326,326,652,326,326,326,326,652,0,326,326,652,0,1,0,0,1,0,1,0,0,0,0,1,0,0
290000,-1,0,-1,0,-1,-1,19213,49202,17495,1528,4176,189,33548,17732,1862,4188,189,7324,0,1,0,0,0,1,0,0,0,0,0,1,0,0
150000,0,0,0,0,0,0,289463,296846,301634,314201,84135,90500,8245,7143,13700,15000,7500,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0
200000,-1,-1,0,0,0,0,4484,192047,191248,191678,182676,181568,195316,7019,7493,5275,5786,20031,0,0,0,0,0,0,0,1,0,0,0,0,1,0
50000,0,0,0,0,0,0,85305,86152,56250,57603,19336,18964,4000,2257,2000,2000,700,600,0,0,0,0,1,0,0,0,0,1,0,1,0,0
100000,0,0,0,0,0,0,91344,92309,94421,97486,97604,97241,3309,4421,5486,3400,3541,3894,1,0,0,0,1,0,1,0,0,0,0,0,1,0
500000,-1,-1,-1,-1,-2,-1,5158,5514,14199,1537,1537,5517,5514,14220,1537,1537,5517,550,0,1,0,0,1,1,0,0,0,0,0,0,1,0
50000,0,0,2,0,0,0,9978,12493,10447,12247,9195,4995,3000,0,2020,0,100,2000,0,0,0,0,1,1,0,0,0,0,0,0,1,0
50000,0,0,-2,-2,-1,0,42200,0,0,0,15883,16617,0,0,0,15883,1000,792,0,0,1,0,1,0,0,1,0,0,0,1,0,0
20000,-1,-1,0,0,0,0,6916,13914,10130,6165,6165,6315,14000,1145,950,0,150,6000,0,0,0,0,1,1,0,0,0,0,0,0,1,0
160000,-2,-2,-2,-2,-2,-2,4138,0,0,0,2920,38783,35,0,0,2920,0,12140,0,1,0,0,0,1,0,0,0,0,0,1,0,0
90000,-1,-1,-1,-1,-1,-1,1560,23153,835,5225,40197,736,23153,17395,5225,736,736,886,0,0,0,0,1,1,0,0,0,0,0,0,1,0
30000,-2,-2,-2,-2,-2,-2,616,0,0,0,0,0,5549,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0
20000,1,-1,3,2,2,-2,-363,204,204,204,-14,-2400,567,0,0,0,20,3800,0,0,0,0,1,0,0,1,0,0,0,0,1,0
360000,0,0,0,0,0,0,365290,362533,358716,353426,299403,260620,13000,14000,12080,10000,9500,6000,0,0,0,0,0,1,0,0,0,0,0,0,1,0
80000,0,0,0,0,0,0,51533,45147,45921,46629,47655,48496,1800,1800,1690,1750,1887,1800,0,0,0,0,0,1,0,0,0,0,0,0,1,0
50000,0,0,0,0,0,0,36809,33121,29672,22365,12702,4134,5143,5000,1021,0,3000,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
50000,0,0,0,0,-2,-2,33428,34385,35796,-229,-229,-229,1800,2100,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
200000,-1,-1,-1,-1,-2,-2,1488,4242,8235,0,0,0,4246,8511,0,0,0,2401,0,1,0,0,0,1,0,0,0,0,0,0,1,0
230000,-2,0,-2,-2,-2,-1,0,0,0,0,0,150,5549,0,0,0,150,150,0,0,0,0,1,1,0,0,0,0,0,0,1,0
